tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	magic_software_packages	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_dip
This study	unknown	is121e	is121	FS-FD:SO-NO	pmagpy-2.190	30.0	6.0	55.0	57.0
This study	unknown	is121f	is121	FS-FD:SO-NO	pmagpy-2.190	7.0	6.0	55.0	55.0
This study	unknown	is122a	is122	FS-FD:SO-NO	pmagpy-2.190	28.0	6.0	55.0	62.0
This study	unknown	is122b	is122	FS-FD:SO-NO	pmagpy-2.190	9.0	6.0	55.0	56.0
This study	unknown	is122c	is122	FS-FD:SO-NO	pmagpy-2.190	38.0	6.0	55.0	21.0
This study	unknown	is122d	is122	FS-FD:SO-NO	pmagpy-2.190	2.0	6.0	55.0	35.0
This study	unknown	is122e	is122	FS-FD:SO-NO	pmagpy-2.190	351.0	6.0	55.0	54.0
This study	unknown	is122f	is122	FS-FD:SO-NO	pmagpy-2.190	347.0	6.0	55.0	51.0
This study	unknown	is122g	is122	FS-FD:SO-NO	pmagpy-2.190	7.0	6.0	55.0	32.0
This study	unknown	is122h	is122	FS-FD:SO-NO	pmagpy-2.190	177.0	6.0	55.0	19.0
This study	unknown	is122i	is122	FS-FD:SO-NO	pmagpy-2.190	130.0	6.0	55.0	16.0
This study	unknown	is123a	is123	FS-FD:SO-NO	pmagpy-2.190	14.0	6.0	55.0	60.0
This study	unknown	is123b	is123	FS-FD:SO-NO	pmagpy-2.190	15.0	6.0	55.0	60.0
This study	unknown	is123c	is123	FS-FD:SO-NO	pmagpy-2.190	8.0	6.0	55.0	62.0
This study	unknown	is123d	is123	FS-FD:SO-NO	pmagpy-2.190	56.0	6.0	55.0	66.0
This study	unknown	is123e	is123	FS-FD:SO-NO	pmagpy-2.190	59.0	6.0	55.0	85.0
This study	unknown	is123f	is123	FS-FD:SO-NO	pmagpy-2.190	342.0	6.0	55.0	49.0
This study	unknown	is123g	is123	FS-FD:SO-NO	pmagpy-2.190	343.0	6.0	55.0	44.0
This study	unknown	is123h	is123	FS-FD:SO-NO	pmagpy-2.190	330.0	6.0	55.0	34.0
This study	unknown	is123i	is123	FS-FD:SO-NO	pmagpy-2.190	343.0	6.0	55.0	58.0
This study	unknown	is123j	is123	FS-FD:SO-NO	pmagpy-2.190	313.0	6.0	55.0	76.0
This study	unknown	is123k	is123	FS-FD:SO-NO	pmagpy-2.190	33.0	6.0	55.0	57.0
This study	unknown	is123l	is123	FS-FD:SO-NO	pmagpy-2.190	21.0	6.0	55.0	94.0
This study	unknown	is123m	is123	FS-FD:SO-NO	pmagpy-2.190	17.0	6.0	55.0	50.0
This study	unknown	is123n	is123	FS-FD:SO-NO	pmagpy-2.190	65.0	6.0	55.0	69.0
This study	unknown	is124a	is124	FS-FD:SO-NO	pmagpy-2.190	17.0	6.0	55.0	28.0
This study	unknown	is124b	is124	FS-FD:SO-NO	pmagpy-2.190	234.0	6.0	55.0	18.0
This study	unknown	is124c	is124	FS-FD:SO-NO	pmagpy-2.190	333.0	6.0	55.0	10.0
This study	unknown	is125a	is125	FS-FD:SO-NO	pmagpy-2.190	1.0	6.0	55.0	31.0
This study	unknown	is125b	is125	FS-FD:SO-NO	pmagpy-2.190	309.0	6.0	55.0	53.0
This study	unknown	is125c	is125	FS-FD:SO-NO	pmagpy-2.190	357.0	6.0	55.0	47.0
This study	unknown	is125d	is125	FS-FD:SO-NO	pmagpy-2.190	335.0	6.0	55.0	76.0
This study	unknown	is125e	is125	FS-FD:SO-NO	pmagpy-2.190	315.0	6.0	55.0	74.0
This study	unknown	is125f	is125	FS-FD:SO-NO	pmagpy-2.190	305.0	6.0	55.0	69.0
This study	unknown	is125g	is125	FS-FD:SO-NO	pmagpy-2.190	45.0	6.0	55.0	57.0
This study	unknown	is125h	is125	FS-FD:SO-NO	pmagpy-2.190	10.0	6.0	55.0	48.0
This study	unknown	is125i	is125	FS-FD:SO-NO	pmagpy-2.190	328.0	6.0	55.0	67.0
This study	unknown	is126a	is126	FS-FD:SO-NO	pmagpy-2.190	9.0	6.0	55.0	46.0
This study	unknown	is126b	is126	FS-FD:SO-NO	pmagpy-2.190	16.0	6.0	55.0	24.0
This study	unknown	is126c	is126	FS-FD:SO-NO	pmagpy-2.190	317.0	6.0	55.0	40.0
This study	unknown	is126d	is126	FS-FD:SO-NO	pmagpy-2.190	299.0	6.0	55.0	67.0
This study	unknown	is126e	is126	FS-FD:SO-NO	pmagpy-2.190	26.0	6.0	55.0	74.0
This study	unknown	is127a	is127	FS-FD:SO-NO	pmagpy-2.190	6.0	6.0	55.0	24.0
This study	unknown	is127b	is127	FS-FD:SO-NO	pmagpy-2.190	20.0	6.0	55.0	30.0
This study	unknown	is127c	is127	FS-FD:SO-NO	pmagpy-2.190	67.0	6.0	55.0	43.0
This study	unknown	is127d	is127	FS-FD:SO-NO	pmagpy-2.190	21.0	6.0	55.0	68.0
This study	unknown	is127e	is127	FS-FD:SO-NO	pmagpy-2.190	41.0	6.0	55.0	65.0
This study	unknown	is127f	is127	FS-FD:SO-NO	pmagpy-2.190	93.0	6.0	55.0	27.0
This study	unknown	is127g	is127	FS-FD:SO-NO	pmagpy-2.190	314.0	6.0	55.0	69.0
This study	unknown	is127h	is127	FS-FD:SO-NO	pmagpy-2.190	63.0	6.0	55.0	55.0
This study	unknown	is127i	is127	FS-FD:SO-NO	pmagpy-2.190	59.0	6.0	55.0	77.0
This study	unknown	is128a	is128	FS-FD:SO-NO	pmagpy-2.190	345.0	6.0	55.0	67.0
This study	unknown	is128b	is128	FS-FD:SO-NO	pmagpy-2.190	28.0	6.0	55.0	55.0
This study	unknown	is128c	is128	FS-FD:SO-NO	pmagpy-2.190	349.0	6.0	55.0	61.0
This study	unknown	is128d	is128	FS-FD:SO-NO	pmagpy-2.190	36.0	6.0	55.0	59.0
This study	unknown	is128e	is128	FS-FD:SO-NO	pmagpy-2.190	349.0	6.0	55.0	58.0
This study	unknown	is128f	is128	FS-FD:SO-NO	pmagpy-2.190	348.0	6.0	55.0	67.0
This study	unknown	is128g	is128	FS-FD:SO-NO	pmagpy-2.190	8.0	6.0	55.0	47.0
This study	unknown	is128h	is128	FS-FD:SO-NO	pmagpy-2.190	70.0	6.0	55.0	57.0
This study	unknown	is128i	is128	FS-FD:SO-NO	pmagpy-2.190	103.0	6.0	55.0	55.0
This study	unknown	is129a	is129	FS-FD:SO-NO	pmagpy-2.190	21.0	6.0	55.0	50.0
This study	unknown	is129b	is129	FS-FD:SO-NO	pmagpy-2.190	320.0	6.0	55.0	54.0
This study	unknown	is129c	is129	FS-FD:SO-NO	pmagpy-2.190	1.0	6.0	55.0	41.0
This study	unknown	is129d	is129	FS-FD:SO-NO	pmagpy-2.190	252.0	6.0	55.0	36.0
This study	unknown	is129e	is129	FS-FD:SO-NO	pmagpy-2.190	86.0	6.0	55.0	31.0
This study	unknown	is129f	is129	FS-FD:SO-NO	pmagpy-2.190	64.0	6.0	55.0	65.0
This study	unknown	is129g	is129	FS-FD:SO-NO	pmagpy-2.190	350.0	6.0	55.0	64.0
This study	unknown	is129h	is129	FS-FD:SO-NO	pmagpy-2.190	2.0	6.0	55.0	66.0
This study	unknown	is129i	is129	FS-FD:SO-NO	pmagpy-2.190	311.0	6.0	55.0	57.0
This study	unknown	is129j	is129	FS-FD:SO-NO	pmagpy-2.190	359.0	6.0	55.0	47.0
This study	unknown	is130a	is130	FS-FD:SO-NO	pmagpy-2.190	326.0	6.0	55.0	60.0
This study	unknown	is130b	is130	FS-FD:SO-NO	pmagpy-2.190	354.0	6.0	55.0	70.0
This study	unknown	is130c	is130	FS-FD:SO-NO	pmagpy-2.190	343.0	6.0	55.0	44.0
This study	unknown	is130d	is130	FS-FD:SO-NO	pmagpy-2.190	334.0	6.0	55.0	41.0
This study	unknown	is130e	is130	FS-FD:SO-NO	pmagpy-2.190	303.0	6.0	55.0	59.0
This study	unknown	is130f	is130	FS-FD:SO-NO	pmagpy-2.190	326.0	6.0	55.0	42.0
This study	unknown	is130g	is130	FS-FD:SO-NO	pmagpy-2.190	8.0	6.0	55.0	30.0
This study	unknown	is130h	is130	FS-FD:SO-NO	pmagpy-2.190	355.0	6.0	55.0	49.0
This study	unknown	is130i	is130	FS-FD:SO-NO	pmagpy-2.190	358.0	6.0	55.0	43.0
This study	unknown	is130j	is130	FS-FD:SO-NO	pmagpy-2.190	6.0	6.0	55.0	42.0
This study	unknown	is131a	is131	FS-FD:SO-NO	pmagpy-2.190	237.0	6.0	55.0	17.0
This study	unknown	is131b	is131	FS-FD:SO-NO	pmagpy-2.190	291.0	6.0	55.0	47.0
This study	unknown	is131c	is131	FS-FD:SO-NO	pmagpy-2.190	86.0	6.0	55.0	22.0
This study	unknown	is131d	is131	FS-FD:SO-NO	pmagpy-2.190	218.0	6.0	55.0	25.0
This study	unknown	is131e	is131	FS-FD:SO-NO	pmagpy-2.190	223.0	6.0	55.0	24.0
This study	unknown	is132a	is132	FS-FD:SO-NO	pmagpy-2.190	112.0	6.0	55.0	39.0
This study	unknown	is132b	is132	FS-FD:SO-NO	pmagpy-2.190	31.0	6.0	55.0	69.0
This study	unknown	is132c	is132	FS-FD:SO-NO	pmagpy-2.190	23.0	6.0	55.0	56.0
This study	unknown	is132d	is132	FS-FD:SO-NO	pmagpy-2.190	43.0	6.0	55.0	58.0
This study	unknown	is132e	is132	FS-FD:SO-NO	pmagpy-2.190	39.0	6.0	55.0	54.0
This study	unknown	is132f	is132	FS-FD:SO-NO	pmagpy-2.190	7.0	6.0	55.0	53.0
This study	unknown	is132g	is132	FS-FD:SO-NO	pmagpy-2.190	24.0	6.0	55.0	63.0
This study	unknown	is132h	is132	FS-FD:SO-NO	pmagpy-2.190	68.0	6.0	55.0	35.0
This study	unknown	is132i	is132	FS-FD:SO-NO	pmagpy-2.190	342.0	6.0	55.0	21.0
This study	unknown	is132j	is132	FS-FD:SO-NO	pmagpy-2.190	281.0	6.0	55.0	29.0
This study	unknown	is132k	is132	FS-FD:SO-NO	pmagpy-2.190	323.0	6.0	55.0	53.0
This study	unknown	is132l	is132	FS-FD:SO-NO	pmagpy-2.190	343.0	6.0	55.0	55.0
This study	unknown	is133a	is133	FS-FD:SO-NO	pmagpy-2.190	341.0	6.0	55.0	61.0
This study	unknown	is133b	is133	FS-FD:SO-NO	pmagpy-2.190	322.0	6.0	55.0	57.0
This study	unknown	is133c	is133	FS-FD:SO-NO	pmagpy-2.190	278.0	6.0	55.0	50.0
This study	unknown	is134a	is134	FS-FD:SO-NO	pmagpy-2.190	74.0	6.0	55.0	74.0
This study	unknown	is134b	is134	FS-FD:SO-NO	pmagpy-2.190	3.0	6.0	55.0	75.0
This study	unknown	is134c	is134	FS-FD:SO-NO	pmagpy-2.190	12.0	6.0	55.0	75.0
This study	unknown	is134d	is134	FS-FD:SO-NO	pmagpy-2.190	3.0	6.0	55.0	59.0
This study	unknown	is134e	is134	FS-FD:SO-NO	pmagpy-2.190	72.0	6.0	55.0	56.0
This study	unknown	is134f	is134	FS-FD:SO-NO	pmagpy-2.190	351.0	6.0	55.0	86.0
This study	unknown	is134g	is134	FS-FD:SO-NO	pmagpy-2.190	27.0	6.0	55.0	68.0
This study	unknown	is134h	is134	FS-FD:SO-NO	pmagpy-2.190	337.0	6.0	55.0	74.0
This study	unknown	is134i	is134	FS-FD:SO-NO	pmagpy-2.190	293.0	6.0	55.0	42.0
This study	unknown	is134j	is134	FS-FD:SO-NO	pmagpy-2.190	349.0	6.0	55.0	48.0
This study	unknown	is134k	is134	FS-FD:SO-NO	pmagpy-2.190	15.0	6.0	55.0	55.0
This study	unknown	is135a	is135	FS-FD:SO-NO	pmagpy-2.190	2.0	6.0	55.0	65.0
This study	unknown	is135b	is135	FS-FD:SO-NO	pmagpy-2.190	37.0	6.0	55.0	56.0
This study	unknown	is135c	is135	FS-FD:SO-NO	pmagpy-2.190	348.0	6.0	55.0	49.0
This study	unknown	is135d	is135	FS-FD:SO-NO	pmagpy-2.190	353.0	6.0	55.0	59.0
This study	unknown	is135e	is135	FS-FD:SO-NO	pmagpy-2.190	359.0	6.0	55.0	48.0
This study	unknown	is135f	is135	FS-FD:SO-NO	pmagpy-2.190	12.0	6.0	55.0	28.0
